certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Shmaltz Brewing Co.;Funky Jewbelation;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Plata;Plata;Beer;Style;Clifton Park;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Sprecher Brewing Co.;Shakparo;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Bronce;Bronce;Beer;Style;Glendale;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Starr Hill Brewery;Whiter Shade of Pale Ale;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Oro;Oro;Beer;Style;Crozet;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;SweetWater Brewing Co.;Whiplash;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Bronce;Bronce;Beer;Style;Atlanta;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;The Commons Brewery;Flemish Kiss;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Bronce;Bronce;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;The Lost Abbey;Framboise de Amorosa;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Plata;Plata;Beer;Style;San Marcos;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;The Rare Barrel;Ensorcelled;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Oro;Oro;Beer;Style;Berkeley;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Thirsty Dog Brewing Co.;Siberian Night Imperial Stout Aged in Bourbon Barrels;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Bronce;Bronce;Beer;Style;Akron;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Verboten Brewing;Bourbon Barrel Aged Mountain Man;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Bronce;Bronce;Beer;Style;Loveland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2014-04;2014;Witte Klavervier;Koyt - Kuit - Kuyt;Indigenous Beer;Wild Specialty Beer;Wild Specialty;Wild Beer;Plata;Plata;Beer;Style;Roden;Países Bajos
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;ABK Betriebsgesellschaft der Aktienbrauerei Kaufbeuren;ABK Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Kaufbeuren;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;BarrieHaus Beer Co.;Family Tradition;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Tampa;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Big Ash Brewing;Porter’s Porter;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Cincinnati;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Chuckanut Brewery;Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Burlington;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Confluence Brewing Co.;Over the Ivy;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Des Moines;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Counter Weight Brewing Co.;Workhorse;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Hamden;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Ex Novo Brewing Co. - Corrales;V For Vienna;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Corrales;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Fürst Carl Schlossbrauerei;Fürst Carl Märzen;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Ellingen;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Harvestmoon Brewery;Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Urayasu City;Japón
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Humble Sea Brewing Co.;Humble Sea Helles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Santa Cruz;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Industrial Arts Brewing Co.;Metric;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Garnerville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Ivanhoe Park Brewing Co.;Half-Toberfest;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Orlando;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Little Dry Creek Brewery;Lucky 13 Oktoberfest;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Greenwood  Village;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Lost Forty Brewing;Puffy Jacket;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Little Rock;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Meanwhile Brewing Co.;Meanwhile Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Austin;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Moontown Brewing Co.;Follow the Lederhosen;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Whitestown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Morgan Territory Brewing;Dark Reckoning;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Tracy;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Morgan Territory Brewing;The Cushman;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Tracy;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Port City Brewing Co.;Downright Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Alexandria;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Roadmap Brewing Co.;Late Night Polka Party;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;San Antonio;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Schlappe-seppel;Schlappe-seppel Helles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Großostheim;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;21st Amendment Brewery;El Sully;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;3rd Planet Brewing;Emulator;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Niceville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Appalachian Mountain Brewery - Boone;Down South;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Boone;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Arts District Brewing Co.;Elevated;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Los Angeles;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Basic City Beer Co.;Basic Ought;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Waynesboro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Birrificio Otus;Redvolution;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Bergamo;Italia
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Black Hoof Brewing Co.;Full Quiver Märzen;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Leesburg;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Blue Point Brewing Co.;Feel Good;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Patchogue;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Boomtown Brewery;Party Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Los Angeles;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Brick West Brewing Co.;Festbier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Spokane;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Cerveceria La Tropical;La Original;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Miami;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Chainline Brewing Co.;Polaris Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Kirkland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Chuckanut Brewery;Chuckanut Helles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Burlington;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Cloudburst Brewing;Happy Little Clouds;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Seattle;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Columbia Craft Brewing Co.;Macroeconomics;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Columbia;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Confluence Brewing Co.;ChewBOCKa;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Des Moines;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Creature Comforts Brewing Co. - Southern Mills;Bibo;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Athens;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Czig Meister Brewing Co.;Miner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Hackettstown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Ex Novo Brewing Co. - Corrales;V for Vienna;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Corrales;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Faction Brewing;Black Hoodie;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Alameda;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;FiftyFifty Brewing Co.;Tahoe American Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Truckee;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;FiftyFifty Brewing Co.;Tahoe Pilz;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Truckee;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Gatlin Hall Brewing;Gatlin Gold;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Orlando;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;High Point Brewing Co.;Ramstein Northern Hills Amber Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Butler;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Holler Brewing Co.;Dollar Pils Y’all;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Houston;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Incendiary Brewing Co. - Westbend;Schwarzbier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Lewisville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Karbach Brewing Co.;Mother in Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Houston;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Logboat Brewing Co.;Bobber Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Columbia;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;New Realm Brewing Co. -  Atlanta;Blackberry Smoke American Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Atlanta;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Noon Whistle Brewing;Bruski;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Lombard;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Occidental Brewing Co.;Lucubrator Dopplebock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Ornery Beer Co.;Austrian Dreams;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Fairfax;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Oyster City Brewing Co.;Tates Helles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Apalachicola;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Pizza Port Carlsbad;Oceano;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Carlsbad;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Pollyanna Brewing Co. - Lemont;Nose Over Tail;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Lemont;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Quarter Celtic Brewpub;Capri-derhosen;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Albuquerque;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Resolute Brewing Co.;Execrator;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Centennial;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Rhinegeist Brewery;Cheetah;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Cincinnati;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Second Pitch Beer Co.;Hometown Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;San Antonio;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Strange Craft Beer Co.;Strange Fest;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Denver;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Ten Eyck Brewing Co.;Tmavé Pivo;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Queenstown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Uinta Brewing;Was Angeles Craft Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Salt Lake City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Upward Brewing Co.;Base Camp LagerBier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Livingston Manor;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Utepils Brewing;Helles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Minneapolis;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;von C Brewing;O.G Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Norristown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Von Ebert Brewing - Pearl;Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;von Trapp Brewing;Bohemian Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Stowe;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Wild Ride Brewing;Cole’s Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Redmond;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;12 West Brewing;Zona;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Mesa;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;21st Amendment Brewery;Amendment Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;BarrieHaus Beer Co.;Bublina;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Tampa;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;BeerClub Brewing;Doppel (doppel) Bock (bock);International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Mora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Big Beach Brewing Co.;Surrender Cobra;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Gulf Shores;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Blind Tiger Brewery/Restaurant;Blind Tiger Bock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Topeka;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Blue Mountain Brewery;Classic Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Afton;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Bright Ideas Brewing;Czechs Out;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Westfield;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Brother Chimp Brewing;Ludwig;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;North Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Copper Furrow Brewing;Tmavé;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Helena;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;COVA Brewing Co.;Invert;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Norfolk;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Craft Coast Beer/Tacos;XPA;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Oceanside;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Denver Beer Co. - Olde Town Arvada;Smooth Exportations;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Arvada;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Flix Brewhouse - Oklahoma City;Dark and Marvelous;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Oklahoma  City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Formula Brewing;Chasing Planes;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Issaquah;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Freetail Brewing Co.;401K;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;San Antonio;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Galveston Island Brewing;Marchtoberfest;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Galveston;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Gemüt Biergarten;Skol Crusher Dortmunder;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Columbus;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Grains of Wrath Brewing;Vienna Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Camas;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Grand Fir Brewing;Tack Shack;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Icicle Brewing Co.;Dragontail;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Leavenworth;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Launch Pad Brewery;Falltoberfest;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Aurora;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Loose Ends Brewing;Loose Handle;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Centerville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Lupulin Brewing;Dortmunder;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Big Lake;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Metazoa Brewing Co.;Ain’t Afraid of No Goats;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Indianapolis;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Minoh Beer;Minoh Beer Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Minoh-shi;Japón
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Moontown Brewing Co.;Skoolhouse Bock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Whitestown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;New York Beer Project - Orlando;Orlando Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Winter  Garden;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Northbound Smokehouse/Brewpub;Doppelbock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Minneapolis;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Odell Brewing;Mountain Standard;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Fort Collins;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Ogopogo Brewing;Nachtkrapp;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;San Gabriel;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Old Caz Beer;Chismosa;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Rohnert Park;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Paperback Brewing Co.;Capiche?;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Glendale;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;pFriem Family Brewers;Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Hood River;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Savage Craft Ale Works;Golden Hour Light;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;West Columbia;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Seapine Brewing Co.;Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Seattle;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Shaketown Brewing Co.;Pre-Prohibition Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;North Vancouver;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;South Horizon Brewing;Pacifica Common;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Kochi;Japón
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;The Austin Beer Garden Brewing Co.;Hell Yes;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Austin;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;The Post Brewing Co.;Top Rope;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Lafayette;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Third Window Brewing Co.;The Dark;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Santa Barbara;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Transmission Brewing;Clutch;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Ventura;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Transmission Brewing;DownShift;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Ventura;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;True North Ale Co.;Linebrook Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Ipswich;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Von Ebert Brewing - Glendoveer;Vienna Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Wayfinder Beer;Secret Secret;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Weyermann® Braumanufaktur;Bamberger Hofbräu® Rotbier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Bamberg;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Wild Ride Brewing;Cole’s Light Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Redmond;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;14 Cannons;Home Run Jack;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Westlake Village;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;21st Amendment;Amendment Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Able Baker Brewing Co.;El Pato Loco;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Las Vegas;EEUU
